method,region,trace_id,qoe,average_bitrate_mbps,total_rebuffer_s,startup_delay_s,smoothness_penalty_mbps,wasted_traffic_ratio,preflight_capped_decisions,rescue_decisions,severe_session
starnet_mpc,osn,osn_recording_080_window_001.trace,5012.5279999923705,117.66666666666667,13.086800000190735,0.8301999998092652,112,0,0,0,1
starnet_mpc,osn,osn_recording_093_window_000.trace,4663.667999992371,111.41666666666667,14.308300000190735,1.0526000003814697,112,0,0,0,1
starnet_mpc,osn,osn_recording_063_window_000.trace,4301.407999992371,100.16666666666667,9.864800000190733,0.8979000005722045,112,0,0,0,0
starnet_mpc,osn,osn_recording_062_window_001.trace,3908.3359999465943,117.66666666666667,40.691600001335146,0.866,112,0,0,0,1
starnet_mpc,osn,osn_recording_046_window_000.trace,4729.496000022888,108.91666666666667,6.662599999427795,0.8553000001907348,232,0,0,0,0
starnet_mpc,osn,osn_recording_077_window_001.trace,5094.428000030518,117.66666666666667,11.039299999237059,0.8918000001907349,112,0,0,0,1
starnet_mpc,osn,osn_recording_112_window_001.trace,4766.391999969483,117.66666666666667,19.24020000076294,0.8788000001907349,112,0,0,0,1
starnet_mpc,osn,osn_recording_118_window_000.trace,2481.8520000076296,85.33333333333333,37.55369999980926,0.9272999992370605,112,0,0,0,1
starnet_mpc,osn,osn_recording_064_window_000.trace,-1008.6999998855581,85.79166666666667,122.36749999713895,1.2201999998092652,232,0,0,0,1
starnet_mpc,us,us_recording_238_window_008.trace,4548.468000030518,117.66666666666667,24.68829999923706,0.7669000005722046,112,0,0,0,1
starnet_mpc,us,us_recording_223_window_004.trace,4512.103999977112,117.66666666666667,25.597400000572204,0.8545,112,0,0,0,1
starnet_mpc,us,us_recording_196_window_014.trace,4469.243999900818,117.66666666666667,26.668900002479553,0.8592999992370606,112,0,0,0,1
starnet_mpc,us,us_recording_222_window_001.trace,4747.67200012207,117.66666666666667,19.70819999694824,0.8743000001907348,112,0,0,0,1
starnet_mpc,us,us_recording_192_window_007.trace,4677.344000053406,117.66666666666667,21.46639999866486,0.9163999996185302,112,0,0,0,1
starnet_mpc,us,us_recording_203_window_004.trace,3802.023999977112,117.66666666666667,43.3494000005722,0.8751999998092651,112,0,0,0,1
starnet_mpc,us,us_recording_213_window_006.trace,3651.0759999847414,117.66666666666667,47.12310000038146,0.9263000001907349,112,0,0,0,1
starnet_mpc,us,us_recording_226_window_005.trace,2542.395999946594,117.66666666666667,74.84010000133514,0.9303000001907349,112,0,0,0,1
starnet_mpc,us,us_recording_225_window_004.trace,3229.955999984741,117.66666666666667,57.651100000381476,0.9259000005722046,112,0,0,0,1
starnet_mpc,us,us_recording_212_window_001.trace,1995.2680000305177,98.91666666666667,66.01829999923706,3.3328000001907347,112,0,0,0,1
starnet_mpc,vic,vic_recording_148_window_000.trace,1918.447999954224,101.41666666666667,67.9388000011444,0.8725,232,0,0,0,1
starnet_mpc,vic,vic_recording_143_window_000.trace,3755.864000053406,98.77083333333333,21.828399998664857,0.908,112,0,0,0,1
starnet_mpc,vic,vic_recording_122_window_000.trace,3965.584000015259,103.29166666666667,22.010399999618528,0.9736000003814698,112,0,0,0,1
